"Tweet text","Timestamp","Most important word","Polarity","Subjectivity","Retweets","ora","data","important tweets"
"Reports of police staging to arrest at Zuccotti as protesters year down police barriers #ows #n17 #occupywallst #oo http://t.co/inJhFw1p",1321565640,"staging","-0.11","0.28",8,"16:34",,
"mass arrests of Occupy Wall Street protesters by New York police http://t.co/B7jUePJK #OWS",1321565760,"mass","0.14","0.45",2,"16:36",,
"#MikeBloomberg tries to arrests the Flowers growing in Zuccotti Park. Homeland Security back up called in to arrest birds. #OWS",1321565820,"flowers","0.0","0.0",4,"16:37",,
"Jesse was arrested at 9:15 and all is going smoothly. Looks like he could be released within the next few hours. #OWS #n17",1321565880,"smoothly","0.0","0.25",11,"16:38",,
"Will Canine and Sarah Leonard of @newinquiry arrested at Wall Street. Free TNI! #ows",1321565940,"tni","0.4","0.8",10,"16:39",,
"Latest NYPD tally: about 75 arrests at #OWS protests as of 11 a.m., 40 of them near the New York Stock Exchange http://t.co/hwZJle0C",1321566000,"tally","0.25","0.58",87,"16:40",,
"A group of protesters being arrested @occupyla #occupyla #ows hundreds of people in the street we have shut the block down!",1321566000,"hundreds","-0.11","0.28",2,"16:40",,
"#OPDX protesters being arrested one at a time right now on Livestream http://t.co/8wzJgL6o #ows #steelbridge",1321566060,"steelbridge","0.29","0.54",3,"16:41",,
"If my cousin gets arrested, the Lehman Brothers money in his trust fund will bail him out. #irony #OWS",1321566180,"lehman","0.0","0.0",4,"16:43",,
"just saying, with the amount of protesters at #OWS they could literally prevent arrests due to how many of them there are",1321566240,"amount","0.19","0.44",6,"16:44",,
"Brutal arrests at #OWS protest (VIDEO) via @worldwideriot http://t.co/h6SfiBYW",1321566300,"brutal","-0.88","1.0",2,"16:45",,
"Proud to know J.A. went willingly with smiles to his arrest on this lovely day of action #OWS #n17",1321566360,"willingly","0.65","0.88",2,"16:46",,
"#OPDX protesters being arrested one at a time right now on Livestream http://t.co/fF1ZaYhv #ows #OccupyBoston #occupyNy #occupydenver",1321566360,"occupyny","0.29","0.54",6,"16:46",,
"26 reporters have been arrested at Occupy Wall Street http://t.co/aSo5NItF #ows #crackdown",1321566420,"reporters","0.0","0.0",157,"16:47",,
"Awesome Guy! ~ MT Captain Ray Lewis (Ret.) of Philadelphia Police arrested this morning #ows #N17 http://t.co/z6T3cKjE via @twitpic",1321566480,"ret","1.0","1.0",4,"16:48",,
"26 reporters have been arrested at Occupy Wall Street http://t.co/qsr9Agqq #ows #n17 #crackdown via @thinkprogress",1321566480,"reporters","0.0","0.0",13,"16:48",,
"When are cops going to arrest the criminals occupying the Goldman Sachs building?? #ows #occupy",1321566540,"goldman","0.0","0.0",7,"16:49",,
".@Awl has an updated list of reporters arrested at #ows http://t.co/uKSruIzk, now including Keith Gessen and Sarah Leonard",1321566600,"gessen","0.0","0.0",3,"16:50",,
"26 reporters have been arrested at Occupy Wall Street http://t.co/oLM1g4a4 #ows #crackdown via @thinkprogress",1321566720,"reporters","0.0","0.0",2,"16:52",,
"Excellent CNN iReport just broadcast shows cops forcefully pulling a woman with a backpack by her hair during arrest #OWS #N17",1321566780,"ireport","1.0","1.0",16,"16:53",,
"If the US police are upholding the law, why have 26 journalists been arrested? Seems a bit Gaddafi http://t.co/3u9Er0eu #ows",1321566900,"upholding","0.0","0.0",32,"16:55",,
"75 arrested at Day of Action for Occupy protesters in New York City: http://t.co/ffQzgxRw #ows",1321567080,"york","0.14","0.45",2,"16:58",,
"@thinkprogress 26+ reporters arrested at #ows on #N17, this list + more http://t.co/T48dlprb. #NYPD alienating the media. Nice PR move.",1321567080,"alienating","0.57","0.74",3,"16:58",,
"NY Police tell CNN they've arrested 75 people in lower Manhattan so far, most around New York Stock Exchange. #OWS",1321567260,"lower","0.25","0.65",23,"17:01",,
"26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/yUriRZUj",1321567320,"awl","0.0","0.0",274,"17:02",,"26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/yUriRZUj"
"NYPD arrest retired Philly police captain Raymond Lewis (in uniform!!) at #OWS protests http://t.co/QOPKKQQV via @youtube",1321567440,"uniform","0.0","0.0",3,"17:04",,
"26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/ZLEb6bza",1321567440,"awl","0.0","0.0",2,"17:04",,
"[VIDEO] NYPD arrest Philly police retired captain Raymond Lewis http://t.co/4hWC56UP #N17 #OccupyWallStreet #OWS",1321567560,"raymond","0.0","0.0",30,"17:06",,
".@AnonMedics Shame on #NYPD 4 arresting retired Philly police captain Raymond Lewis #OWS http://t.co/FLVln4Q5",1321567620,"raymond","0.0","0.0",4,"17:07",,
".@awl list of reporters arrested at #occupy protests: http://t.co/TErGBKrr (includes this morning's #N17 arrestees) #ows",1321567620,"arrestees","0.0","0.0",3,"17:07",,
"Are you protesting, or have you been arrested during the two months of #OWS? Tell us what it's been like. We're collecting stories.",1321567620,"collecting","0.0","0.0",2,"17:07",,
"Getting angry thinking about cops arresting reporters (26 arrested today). SO amazingly unconstitutional. #OWS #N17",1321567620,"amazingly","-0.5","1.0",7,"17:07",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321567680,"captain","0.0","1.0",27,"17:08",,
"Since they're arresting reporters like a 3rd world country ~ Tracking #occupy #ows #n17 26 Arrested Reporters http://t.co/wxc8MDLy",1321567740,"reporters","0.0","0.0",2,"17:09",,
"Cops are now arresting and pushing us to put barricades back up! #ows #n17 #occupy #nypd http://t.co/I0V21rR8",1321567740,"pushing","0.0","0.0",2,"17:09",,
"@whitehouse it is disconcerting that DHS is arresting Americans while there is no one from government at #ows PROTECTING rights.",1321567800,"disconcerting","0.0","0.0",2,"17:10",,
"Violent arrests by NYPD against NON VIOLENT protestors AND JOURNALISTS!! WTF? http://t.co/Z3KIqGSx #OWS Day of Action.",1321567800,"violent","-0.8","1.0",4,"17:10",,
"#OWS protests in #NYC heat up as City of Dallas shuts down the #OccupyDallas camp overnight, 18 people arrested.",1321567800,"shuts","-0.11","0.28",2,"17:10",,
"Over 300 arrests just this morning... #ows",1321567800,"morning","0.0","0.0",2,"17:10",,
"Had the honor of protesting next to Capt. Lewis #ows http://t.co/4oksyflD He excused himself to get arrested and stepped off the sidewalk.",1321567860,"excused","0.0","0.0",2,"17:11",,
"Police are now reporting about 75 arrests during #OWS protests http://t.co/AbLTAroF",1321567920,"reporting","0.0","0.0",5,"17:12",,
"#OWS protests in #NYC heat up as City of Dallas shuts down the #OccupyDallas camp overnight, 18 people arrested.",1321567920,"shuts","-0.11","0.28",2,"17:12",,
"26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/LACoM5tP",1321568040,"awl","0.0","0.0",2,"17:14",,
"Our police bureau chief reports about 75 #OWS arrests so far today in NYC http://t.co/NfHZKtB4 #breaking",1321568040,"bureau","0.1","1.0",6,"17:14",,
"26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/UK5dI003",1321568040,"awl","0.0","0.0",2,"17:14",,
"War Is a Force That Pays the 1 Percent - by @JAMyerson, who was arrested this morning at #N17 #OWS http://t.co/A8JVJdr1",1321568100,"pays","0.0","0.0",8,"17:15",,
"When Chuck Norris occupies a place, the police arrest themselves for safety. #n17 #OWS",1321568160,"norris","0.0","0.0",2,"17:16",,
"Last of #OccupyPortland protestors sitting down on Steel Bridge have been arrested. Organizers signaling it's time to leave the bridge. #OWS",1321568160,"signaling","-0.07","0.19",7,"17:16",,
"Police issuing Unlawful Assembly Notice to OccupyLA now- remaining in area will result in arrests. #OWS http://t.co/iZWXvaRX",1321568160,"issuing","0.0","0.0",7,"17:16",,
"26 reporters arrested at #OccupyWallSt http://t.co/jTYtUAFW #ows",1321568220,"reporters","0.0","0.0",61,"17:17",,
"5 Minutes to disperse at OccupyLA #N17 or arrests will transpire. The crowd will not move. Eyes on LA. #OWS http://t.co/iZWXvaRX",1321568340,"transpire","0.0","0.0",10,"17:19",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321568340,"captain","0.0","1.0",27,"17:19",,
"Hearing reports of 26 journos arrested during #OWS protest, checking to confirm #N17 #Occupywallstreet",1321568400,"journos","0.0","0.0",18,"17:20",,
"Lysiak reports an #OWS arrest outside 80 Broadway http://t.co/9ZPLFoCm",1321568460,"lysiak","0.0","0.05",2,"17:21",,
"#OWS video: NYPD arresting Philly police retired captain Raymond Lewis http://t.co/Z6UAsCrX #N17",1321568520,"raymond","0.0","0.0",2,"17:22",,
"#OccupyLA Police have announced a 5 minute warning to disperse before arrests are made. #OWS #N17",1321568580,"disperse","0.0","0.0",15,"17:23",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321568580,"captain","0.0","1.0",27,"17:23",,
"Meanwhile, in Los Angeles: Unlawful assembly declared, arrests and chemical agents threatened. #occupyla #ows",1321568760,"declared","0.0","0.0",65,"17:26",,
"Roaming marches causing havoc on police resources many arrests now on Brdwy and Exchange. #ows #n17",1321568820,"brdwy","0.5","0.5",2,"17:27",,
"arrests going down in LA now, where a group of union members and organizers have sat down in the street to be sacrificed. @occupyla #ows",1321568940,"sacrificed","-0.11","0.28",2,"17:29",,
"Occupy Los Angeles ‎5 Minutes to disperse at OccupyLA #N17 or arrests will transpire. The crowd will not move. Eyes on LA. #OWS",1321569000,"transpire","0.0","0.0",2,"17:30",,
"Where are the nation's moral leaders on this? Journos and other citizens violently arrested. Obama? Bueller? youtu.be/jKRQodSK7dU #n17 #OWS",1321569060,"bueller","-0.06","0.31",4,"17:31",,
"Occupy Los Angeles ‎5 Minutes to disperse at OccupyLA #N17 or arrests will transpire. The crowd will not move. Eyes on LA. #OWS",1321569060,"transpire","0.0","0.0",2,"17:31",,
"Follow the msnbc running feed: #Occupy protesters retake Zuccotti Park, 75 arrested http://t.co/ssNpiOTr via @FieldNotesmsnbc #N17 #ows",1321569060,"retake","0.0","0.0",2,"17:31",,
"DailyNews: Three more arrested outside 80 Wall Street. NYPD losing control of the crowd. #occupywallstreet #ows",1321569060,"dailynews","0.25","0.28",19,"17:31",,
"mt @MarketingGrrl Los Angeles: ‎5 Minutes to disperse at #OccupyLA #N17 or arrests will transpire. The crowd will not move. Eyes on LA. #OWS",1321569060,"transpire","0.0","0.0",2,"17:31",,
"This is a Police State. OccupyLA arrests going down. http://t.co/Rmui7nDg #OWS #OccupyTogether",1321569120,"occupyla","-0.11","0.28",49,"17:32",,
"#OccupyWallStreet invades Financial District, with 50 arrested amid frustrated traders  - NY Daily News http://t.co/AAKrLTa0 #ows",1321569120,"invades","0.0","0.0",11,"17:32",,
"Something is changing in the zeitgeist. When you have cops arresting cops for peacefully protesting injustice, things have to change. #ows",1321569240,"zeitgeist","0.0","0.0",2,"17:34",,
"Retired police captain Raymond Lewis from Philadelphia arrested at #ows #n17 ustream.tv/theother99",1321569300,"raymond","0.0","0.0",4,"17:35",,
"Riot police arrest 82 year old lady @OccupyLA #ows #n17 http://t.co/QfroMcSb",1321569360,"lady","0.1","0.2",43,"17:36",,
"82 year old woman- first one arrested in LA on natl day of protest #n17 #OWS @neontommy http://t.co/xjEVLd0t",1321569420,"natl","0.17","0.27",3,"17:37",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321569420,"captain","0.0","1.0",27,"17:37",,
"People being beaten and arrested on broadway #Ows #policestate",1321569600,"policestate","0.0","0.0",11,"17:40",,
"#NYPD just took our supply-truck on Broadway, arrested our driver. #Brunch #N17 #OWS",1321569660,"brunch","0.0","0.0",2,"17:41",,
"http://t.co/TFMjL3Ng arrested protester at #N17 in #nyc being photographed as she is loaded into police van. #ows",1321569660,"photographed","0.0","0.0",2,"17:41",,
"NYPD have just told me (their FIRST ever reply to Guardian request for information in 3 months) there have been 100 arrests today #N17 #OWS",1321569660,"reply","0.25","0.33",14,"17:41",,
"You know, I'm glad more people of color #POC aren't at Occupy. Goddammit, let white people get arrested for once. #YeahISaidIt #OWS",1321569840,"yeahisaidit","0.33","0.5",2,"17:44",,
"Guardian: NYPD Confirms 100 arrests so far today. #OccupyWallSt #OWS Tim Pool is following a march LIVE: http://t.co/ru8N1BuM",1321569840,"confirms","0.08","0.53",51,"17:44",,
"Live stream of #OccupyWallStreet #n17 shut down actions that have been going on all morning. Dozens of arrests. #ows http://t.co/TvMBiuwn",1321569960,"dozens","0.01","0.39",2,"17:46",,
"#NYPD just took our supply-truck on Broadway, arrested our driver. #Brunch #N17 #OWS via @OccupyWallSt #DemocracyFail",1321570020,"brunch","0.0","0.0",4,"17:47",,
"At least 26 journos arrested since #ows movement began, including 3 today. @JCStearns running tally http://t.co/vA51lDU1 #mediablackout",1321570080,"tally","-0.5","1.0",46,"17:48",,
"Looks as though police are blocking foot traffic, then arresting you for blocking foot traffic. #ows #n17 http://t.co/dObC04fb",1321570080,"foot","0.0","0.0",11,"17:48",,
"The sooner you let the police arrest you the sooner you can collapse the prison from the inside. #OWS",1321570260,"sooner","0.0","0.0",2,"17:51",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321570320,"captain","0.0","1.0",27,"17:52",,
"The @Awl is compiling a list of reporters arrested while covering #OWS events around the country: http://t.co/MLgZontK",1321570380,"compiling","0.0","0.0",13,"17:53",,
"NYPD continues beat and arrest credentialed reporters covering the #ows day of action #n17 in an attempt to suppress free press.",1321570440,"credentialed","0.4","0.8",2,"17:54",,
"Interested in freedom of the press and #ows? @jcstearns is monitoring arrests and assaults on journalists",1321570440,"monitoring","0.25","0.5",4,"17:54",,
"At least 26 journos arrested since #OWS movement began, including 3 today. @JCStearns running tally http://t.co/rTrPjJSu",1321570500,"tally","-0.5","1.0",41,"17:55",,
"MT @karenmcveigh1: NYPD just told me (1ST ever reply to Guardian request for info in 3 months) thereve been 100 arrests today #N17 #OWS",1321570560,"thereve","0.0","0.0",10,"17:56",,
"Police have cleared the human chain under the 4th St bridge about 20 @OccupyLA protestors were arrested without incident. #OWS #N17",1321570620,"incident","0.0","0.1",2,"17:57",,
"NYPD arrest woman in wheelchair but can't figure out how 2 take her 2 jail. They ticket her instead. http://t.co/0IpwnNoz #n17 #ows",1321570680,"ticket","0.0","0.0",10,"17:58",,
"So Keith Gessen just got arrested at #OWS. Read his brilliant piece from @LondonReview last month http://t.co/afBe9SEb",1321570860,"gessen","0.44","0.55",5,"18:01",,
"Hundreds of #OWS protesters have been arrested, yet not one banker has even been charged for their crimes. Why? #OccupyWallStreet.",1321571100,"banker","0.0","0.0",5,"18:05",,
"In LA: arrests in street done. Police telling everyone to stay on the sidewalk. (pic) @CNN @nytimes @latimes #ows #N17 http://t.co/kTLIytlu",1321571220,"sidewalk","0.0","0.0",2,"18:07",,
"#NYPD just took our supply-truck on Broadway, arrested our driver. #Brunch #N17 #OWS",1321571280,"brunch","0.0","0.0",2,"18:08",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321571340,"captain","0.0","1.0",27,"18:09",,
"Occupiers fleeing to an Episc church that had provided sanctuary still arrested. Show your support for the church! http://t.co/yYui4wob #OWS",1321571460,"episc","0.0","0.0",3,"18:11",,
"At least 200 people arrested in NY #OWS #N17 / 26 reporters arrested.You cant run from democracy anymore, #USA.",1321571580,"anymore","-0.5","1.0",9,"18:13",,
"Nothing says a free democractic society like brutal arrests of peaceful protesters. #OWS #OccupyWallStreet #p2",1321571640,"democractic","-0.07","0.77",6,"18:14",,
"[VIDEO] Occupy Wall Street scuffles, cops tough with arrests http://t.co/XREioaQm #OccupyWallStreet #N17 #OWS",1321571700,"scuffles","-0.39","0.83",13,"18:15",,
"SEIU director arrested in Occupy #Portland protest http://t.co/QyQdMPaO #occutards #ows #fail",1321571700,"director","0.0","0.0",3,"18:15",,
"Grounds!? @OccupyWallSt #NYPD just took our supply-truck on Broadway, arrested our driver. #Brunch #N17 #OWS @Viajera777 @nyclu",1321571880,"brunch","0.0","0.0",3,"18:18",,
"Police say they arrested 23 people at @OccupyLA demonstration #ows #n17",1321571940,"demonstration","0.0","0.0",4,"18:19",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321572000,"captain","0.0","1.0",27,"18:20",,
"Journalists being arrested can only help the coverage of #ows arrests. #n17",1321572180,"journalists","0.0","1.0",10,"18:23",,
"LAPD info officer says over 300 police were present and 23 arrests were made #n17 #OWS @neontommy",1321572180,"lapd","0.0","0.0",2,"18:23",,
"Easy to miss this in all the #N17 news: Berkeley busted #occupycal encampment overnight. Tents taken, two arrests. #OWS",1321572420,"busted","0.45","0.87",9,"18:27",,
"BREAKING: #OWS Protesters are jumping barricades at Zuccotti Park in New York City. There have been several arrests. #N17",1321572540,"jumping","0.07","0.23",8,"18:29",,
"wikileaks: 26 reporters arrested at Occupy Wall Street #ows | The Awl http://t.co/Jv7y6HhN: wikileaks: 26 report... http://t.co/9MlP2PLr",1321572720,"wikileaks","0.0","0.0",2,"18:32",,
"We're watching to laugh at you and see you get tazed, arrested, and smacked on, NOT because we support you #ows #theother99",1321572900,"smacked","0.0","0.0",2,"18:35",,
"Journalists beaten, arrested in Occupy Wall Street protests #ows http://t.co/hUWf5Hiv",1321573020,"beaten","0.0","0.0",122,"18:37",,"Journalists beaten, arrested in Occupy Wall Street protests #ows http://t.co/hUWf5Hiv"
"I'm looking forward to trading arrest stories with @JAMyerson for @CitizenRadio once he's released. #OWS",1321573020,"released","0.0","0.0",5,"18:37",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321573020,"captain","0.0","1.0",27,"18:37",,
"PHOTO http://t.co/KcMWh69u Retired Police Captain Ray Lewis handcuffed and arrested in solidarity w #OWS #N17 - cops are the 99% too",1321573080,"handcuffed","0.0","0.0",7,"18:38",,
"Police are locking everyone in the park and arresting them all!!!!!! http://t.co/hZUTVcNe #OWS #OccupyTogether #Anon #N17 #AnonOps",1321573140,"locking","0.0","0.0",4,"18:39",,
"rt @n17pdx: 25 arrests on the Steel Bridge in Portland by 10:26 AM #n17 #n17pdx #opdx #ows cc: @BusterBNYC",1321573140,"steel","0.0","0.0",7,"18:39",,
"Dear #LibertySquare -- Unless you want to get arrested, pick up the barricades and get moving. #OWS",1321573200,"pick","0.0","0.0",2,"18:40",,
"2 arrests so far at #OccupyLA. Cops went over the line with twisting appendages and knees on heads and necks. @OccupyArrests #OWS",1321573260,"appendages","0.1","1.0",16,"18:41",,
"NYPD beating protesters, will not let those in Zuccotti Park leave park. There are starting to arrest first batch of 1000 protesters. #OWS",1321573320,"batch","0.12","0.22",5,"18:42",,
"There were a few close incidents of arrests, but none occurred in march to zp #occupywallstreet #ows #dayofaction #n17",1321573320,"occurred","0.35","0.7",2,"18:42",,
"#OWS #LibertySquare You have been kettled. If you don't want to be arrested, pick up those barricades and push. #Kettle",1321573380,"kettle","0.0","0.0",33,"18:43",,
"Police currently trapping people in Zuccotti not letting anyone leave. You can arrest them all but us inthe 2nd wave will be there soon #OWS",1321573440,"inthe","0.0","0.0",3,"18:44",,
"Several arrests in Zuccotti Park happening now. #OWS",1321573440,"happening","0.0","0.0",2,"18:44",,
"More than 100 arrested in NY as #OWS, police clashes continue. LIVE UPDATES via @Slatest: http://t.co/VGrb8hfW via",1321573500,"clashes","0.32","0.5",32,"18:45",,
"NYPD Deputy Commissioner Paul Browne tells CNN total number of arrests now stands at about 100 http://t.co/XsSO4CSY #OWS #N17",1321573680,"browne","0.0","0.75",12,"18:48",,
"Police have kettled the park and paddy wagons are ariving. #OWS #N17 mass arrests iminent",1321573740,"iminent","0.0","0.0",2,"18:49",,
"Reports of countless Police...paddy wagons pulling up now #OWS...possible mass arrest",1321573740,"countless","0.0","0.5",16,"18:49",,
"a mass arrest? yes please. #OWS #boutdamntime",1321573740,"boutdamntime","0.0","0.0",2,"18:49",,
"Police raid in #Zucotti, entire park barricaded, mass arrest imminent, reports of head injury form police batons #ows #n17 #occupytogether",1321573740,"injury","0.0","0.62",3,"18:49",,
"Breaking: mass arrest at Zuccotti now, people not allowed out, police coming in #n17 #ows #occupy #oo (live at http://t.co/iMXTxLkH)",1321573800,"mass","0.14","0.5",3,"18:50",,
"Raid on #OWS in progress. Mass arrests anticipated. http://t.co/TjWVmfb6 #NYC #N17 #NYPD",1321573800,"anticipated","0.0","0.0",6,"18:50",,
"Unmarked vehicles, paddy wagons, police with batons running into Zuccotti Park to make mass arrests. Sirens everywhere. #ows",1321573800,"unmarked","0.0","0.0",3,"18:50",,
"Paddy wagons pulling up, unmarked vehicles. about to witness #mass arrest at #zucotti #n17 #ows",1321573800,"unmarked","0.0","0.0",6,"18:50",,
"‘Orchestrated’ arrests in downtown L.A. protest, police say - http://t.co/r6oZgtii - http://t.co/zNjI56BG #OWS",1321573800,"downtown","0.0","0.0",2,"18:50",,
"It looks like the NYPD are about to perform a mass arrest inside Zuccotti Park. Live footage http://t.co/lT6kTOpD #OWS",1321573800,"perform","0.14","0.5",170,"18:50",,"It looks like the NYPD are about to perform a mass arrest inside Zuccotti Park. Live footage http://t.co/lT6kTOpD #OWS"
"Paddy wagons pulling up. More police in riot gear. Mass arrest appears imminent at #ows #occupywallstreet #NYC http://t.co/qN4h06FN",1321573800,"paddy","0.5","0.5",11,"18:50",,
"Mass arrest in progress in Zuccotti Park. Batons drawn. Protestors cannot enter or leave. #N17 #OWS http://t.co/lMQ6gY8V",1321573800,"drawn","0.0","0.0",3,"18:50",,
"Are we about to witness mass arrest at #Zuccotti Park? NYPD has barricaded people into the park. WATCH LIVE: http://t.co/72vrhiYW #OWS #n17",1321573800,"barricaded","0.14","0.5",5,"18:50",,
"So even tourists just checking out stuff will be arrested? This is what a police state looks like. Shame on Bloomberg! #ows",1321573860,"tourists","0.0","0.0",3,"18:51",,
"@PhatKidFresh I'm not, I was locked out. It looks like a mass arrest is about to happen #ows",1321573860,"locked","0.0","0.0",2,"18:51",,
"Start asking police if you are under arrest. If not, ask to leave. If so, ask for your rights to be read to you. #Zuccotti #OWS",1321573860,"leave","0.0","0.0",3,"18:51",,
"Mass arrest in NYC. Police: insane chimps. Absolute bozos. This is going to lead to civil war if people cannot peacefully assemble. #OWS",1321573920,"chimps","-0.4","0.95",24,"18:52",,
"Several arrests in Zuccotti Park happening now. #OWS",1321574040,"happening","0.0","0.0",2,"18:54",,
"Mass arrests are imminent at #Zuccoti – everyone is trapped in the park, paddy wagons rolling up. #NYPD running in with batons #N17 #OWS",1321574040,"trapped","0.0","0.0",21,"18:54",,
"The blood and boot of an #ows protester arrested in zuccotti park http://t.co/l0Kjd6cP",1321574100,"boot","0.0","0.0",2,"18:55",,
"#n17 #ows VIDEO Violent arrests - including a16yr.old girl from this morning http://t.co/bsYIpjID @SamSeder @jamiekilstein @LupeFiasco",1321574100,"girl","-0.8","1.0",2,"18:55",,
"NYPD making arrests in Zuccotti Park, cop reportedly stabbed, 1 protester bleeding profusely from head. http://t.co/lpdmb9iD #ows #N17",1321574160,"profusely","0.0","0.0",46,"18:56",,
"NYPD retreated from the park, but arrested and stripped down several protesters #ows #N17",1321574160,"retreated","-0.06","0.14",2,"18:56",,
"NYPD arrested Captain Ray Lewis #FURIOUS #ARMORUP #OWS #OcPo #OccupyPolice",1321574160,"armorup","0.0","0.0",25,"18:56",,
"#n17 #ows VIDEO Violent arrests - including a16yr.old girl from this morning http://t.co/bsYIpjID @OccupyWallStNYC @Adbusters @ggreenwald",1321574220,"girl","-0.8","1.0",9,"18:57",,
"LIVE VIDEO: Uniformed #NYPD officers have sealed #Zuccotti Park, some arrests beginning. Still unfolding.. http://t.co/HevLi3C0 #OWS #N17",1321574340,"uniformed","0.14","0.5",62,"18:59",,
"Police arrest at least 75 at #OWS Day of Action protests http://t.co/ADB7G0J2",1321574400,"arrest","-0.5","1.0",2,"19:00",,
"#n17pdx roaring in support of 200+ arrested at #ows this morning. Reports of another raid on #libertyplaza in nyc.",1321574460,"roaring","0.0","0.0",3,"19:01",,
"Witness: #Wikileaks sent truck full of blankets. Got confiscated and driver arrested for not having his wipers and lights on. #ows #n17",1321574460,"wipers","0.35","0.55",13,"19:01",,
"people being illegally searched, cameras taken, arrested. #OWS #N17 #OccupyWallStreet",1321574520,"searched","0.0","0.0",11,"19:02",,
"NYPD arrest over 100 'Occupy Wall Street' protesters as they march through Manhattan's Financial District http://t.co/ENDk2doH #ows",1321574580,"district","0.0","0.0",82,"19:03",,
"Accounts of clashes with police at #OccupyWallStreet. Watch the livestreaming of the arrests: http://t.co/YMjNBcAU #ows #n17",1321574580,"clashes","0.0","0.0",4,"19:03",,
"Also, if someone's being arrested, the cops don't need to get his consent to search him. It's a search PURSUANT TO ARREST. #ows",1321574580,"search","0.0","0.0",2,"19:03",,
"#NYPD arresting people at #Zuccotti - reports of people getting beaten w/batons and searches w/o consent http://t.co/UzMcuk9T #ows",1321574640,"searches","0.0","0.0",2,"19:04",,
"MT @Atrios: question journalists should ask is: Occupy members are being arrested because ________? #ows #n17",1321574760,"question","0.0","0.0",2,"19:06",,
"#OWS #N17: #Zuccotti Park has been retaken. Despite the arrests, a celebration here. http://t.co/wGeFR76r via @twitpic",1321574760,"retaken","0.0","0.0",2,"19:06",,
"one of my #OWS people says that his impression is not that NYPD are trying to conduct mass arrests...",1321574760,"impression","0.0","0.0",3,"19:06",,
"You need to watch or at least listen to this #OWS live steam of the police arresting and assaulting protestors: http://t.co/ZSkL5YaP #NYC",1321574760,"steam","-0.18","0.75",8,"19:06",,
"Man at #Zuccotti arrested, head bleeding, covered in blood. Possible teeth missing. Being shown on MSNBC. 100 arrests today #OWS",1321574820,"teeth","0.0","1.0",4,"19:07",,
"Synchronicity: As #OWS is arrested, Tea Party debt commission kicked out of Russell. Sen. Mike Lee marches activists over to Hillsdale",1321574880,"hillsdale","0.0","0.0",6,"19:08",,
"Officials report there are now about 100 arrests in connection with today’s #OWS protests. Live updates: http://t.co/WKbuocMc",1321575000,"connection","0.14","0.5",17,"19:10",,
"@WikiLeaksTruck has been arrested, truck confiscated, all for suspiciously spurious reasons. Oh, the shock. #Solidarity #OWS",1321575060,"spurious","0.0","0.0",6,"19:11",,
"Newsmedia doesn't want to report on the issues being raised, so to them, #OWS is a story about arrests and numbers #OccupyDenver",1321575180,"newsmedia","0.0","0.0",2,"19:13",,
"They used the LRAD weapon a little while ago. Protesters fallen, bloodied, arrested en masse. I don't want to believe what I'm seeing. #ows",1321575180,"fallen","-0.19","0.5",2,"19:13",,
"Remember that Philly Police Captain who said the cops were being too violent w/ protester? NYPD arrested him at #OWS: http://t.co/vq3jlIBp",1321575300,"philly","-0.8","1.0",40,"19:15",,
"BREAKING: Over 100 #OccupyWallStreet protesters have been arrested in New York City today. #OWS #N17",1321575720,"breaking","0.14","0.45",18,"19:22",,
"The arrested retired police captain's name is Captain Ray Lewis. Immense cheers and music as he is taken away. #N17 #ows",1321575720,"captain","0.0","1.0",27,"19:22",,
"Over 1500 protest in LA today in solidarity with #OWS, 20 ppl arrested after taking over an intersection downtown",1321575900,"intersection","0.0","0.0",3,"19:25",,
"Oldest arrestee today was 84 years old! #OccupyLA #OWS",1321575900,"arrestee","0.1","0.2",4,"19:25",,
"@OccupyWallSt: Retired Philly police captain arrested. #Shame #Breakfast #N17 #OWS",1321576020,"breakfast","0.0","0.0",3,"19:27",,
"NY DCPI confirms there have been at least one hundred arrests made Thursday at various locations associated with the #OWS protests",1321576080,"dcpi","-0.25","0.75",2,"19:28",,
"NY DCPI confirms there have been at least one hundred arrests made Thursday at various locations associated with the #OWS protests",1321576080,"dcpi","-0.25","0.75",2,"19:28",,
